5000	1	5000	
4999	2	4999	
4998	3	4998	
4997	4	4997	
4996	5	4996	
4995	6	4995	
4994	7	4994	
4993	8	4993	
4992	9	4992	
4991	10	4991	
4990	11	4990	
4989	12	4989	
4988	13	4988	
4987	14	4987	
4986	15	4986	
4985	16	4985	
4984	17	4984	
4983	18	4983	
4982	19	4982	
4981	20	4981	
4980	21	4980	
4979	22	4979	
4978	23	4978	
4977	24	4977	
4976	25	4976	
4975	26	4975	
4974	27	4974	
4973	28	4973	
4972	29	4972	
4971	30	4971	
4970	31	4970	
4969	32	4969	
4968	33	4968	
4967	34	4967	
4966	35	4966	
4965	36	4965	
4964	37	4964	
4963	38	4963	
4962	39	4962	
4961	40	4961	
4960	41	4960	
4959	42	4959	
4958	43	4958	
4957	44	4957	
4956	45	4956	
4955	46	4955	
4954	47	4954	
4953	48	4953	
4952	49	4952	
4951	50	4951	
4950	51	4950	
4949	52	4949	
4948	53	4948	
4947	54	4947	
4946	55	4946	
4945	56	4945	
4944	57	4944	
4943	58	4943	
4942	59	4942	
4941	60	4941	
4940	61	4940	
4939	62	4939	
4938	63	4938	
4937	64	4937	
4936	65	4936	
4935	66	4935	
4934	67	4934	
4933	68	4933	
4932	69	4932	
4931	70	4931	
4930	71	4930	
4929	72	4929	
4928	73	4928	
4927	74	4927	
4926	75	4926	
4925	76	4925	
4924	77	4924	
4923	78	4923	
4922	79	4922	
4921	80	4921	
4920	81	4920	
4919	82	4919	
4918	83	4918	
4917	84	4917	
4916	85	4916	
4915	86	4915	
4914	87	4914	
4913	88	4913	
4912	89	4912	
4911	90	4911	
4910	91	4910	
4909	92	4909	
4908	93	4908	
4907	94	4907	
4906	95	4906	
4905	96	4905	
4904	97	4904	
4903	98	4903	
4902	99	4902	
4901	100	4901	
4900	101	4900	
4899	102	4899	
4898	103	4898	
4897	104	4897	
4896	105	4896	
4895	106	4895	
4894	107	4894	
4893	108	4893	
4892	109	4892	
4891	110	4891	
4890	111	4890	
4889	112	4889	
4888	113	4888	
4887	114	4887	
4886	115	4886	
4885	116	4885	
4884	117	4884	
4883	118	4883	
4882	119	4882	
4881	120	4881	
4880	121	4880	
4879	122	4879	
4878	123	4878	
4877	124	4877	
4876	125	4876	
4875	126	4875	
4874	127	4874	
4873	128	4873	
4872	129	4872	
4871	130	4871	
4870	131	4870	
4869	132	4869	
4868	133	4868	
4867	134	4867	
4866	135	4866	
4865	136	4865	
4864	137	4864	
4863	138	4863	
4862	139	4862	
4861	140	4861	
4860	141	4860	
4859	142	4859	
4858	143	4858	
4857	144	4857	
4856	145	4856	
4855	146	4855	
4854	147	4854	
4853	148	4853	
4852	149	4852	
4851	150	4851	
4850	151	4850	
4849	152	4849	
4848	153	4848	
4847	154	4847	
4846	155	4846	
4845	156	4845	
4844	157	4844	
4843	158	4843	
4842	159	4842	
4841	160	4841	
4840	161	4840	
4839	162	4839	
4838	163	4838	
4837	164	4837	
4836	165	4836	
4835	166	4835	
4834	167	4834	
4833	168	4833	
4832	169	4832	
4831	170	4831	
4830	171	4830	
4829	172	4829	
4828	173	4828	
4827	174	4827	
4826	175	4826	
4825	176	4825	
4824	177	4824	
4823	178	4823	
4822	179	4822	
4821	180	4821	
4820	181	4820	
4819	182	4819	
4818	183	4818	
4817	184	4817	
4816	185	4816	
4815	186	4815	
4814	187	4814	
4813	188	4813	
4812	189	4812	
4811	190	4811	
4810	191	4810	
4809	192	4809	
4808	193	4808	
4807	194	4807	
4806	195	4806	
4805	196	4805	
4804	197	4804	
4803	198	4803	
4802	199	4802	
4801	200	4801	
4800	201	4800	
4799	202	4799	
4798	203	4798	
4797	204	4797	
4796	205	4796	
4795	206	4795	
4794	207	4794	
4793	208	4793	
4792	209	4792	
4791	210	4791	
4790	211	4790	
4789	212	4789	
4788	213	4788	
4787	214	4787	
4786	215	4786	
4785	216	4785	
4784	217	4784	
4783	218	4783	
4782	219	4782	
4781	220	4781	
4780	221	4780	
4779	222	4779	
4778	223	4778	
4777	224	4777	
4776	225	4776	
4775	226	4775	
4774	227	4774	
4773	228	4773	
4772	229	4772	
4771	230	4771	
4770	231	4770	
4769	232	4769	
4768	233	4768	
4767	234	4767	
4766	235	4766	
4765	236	4765	
4764	237	4764	
4763	238	4763	
4762	239	4762	
4761	240	4761	
4760	241	4760	
4759	242	4759	
4758	243	4758	
4757	244	4757	
4756	245	4756	
4755	246	4755	
4754	247	4754	
4753	248	4753	
4752	249	4752	
4751	250	4751	
4750	251	4750	
4749	252	4749	
4748	253	4748	
4747	254	4747	
4746	255	4746	
4745	256	4745	
4744	257	4744	
4743	258	4743	
4742	259	4742	
4741	260	4741	
4740	261	4740	
4739	262	4739	
4738	263	4738	
4737	264	4737	
4736	265	4736	
4735	266	4735	
4734	267	4734	
4733	268	4733	
4732	269	4732	
4731	270	4731	
4730	271	4730	
4729	272	4729	
4728	273	4728	
4727	274	4727	
4726	275	4726	
4725	276	4725	
4724	277	4724	
4723	278	4723	
4722	279	4722	
4721	280	4721	
4720	281	4720	
4719	282	4719	
4718	283	4718	
4717	284	4717	
4716	285	4716	
4715	286	4715	
4714	287	4714	
4713	288	4713	
4712	289	4712	
4711	290	4711	
4710	291	4710	
4709	292	4709	
4708	293	4708	
4707	294	4707	
4706	295	4706	
4705	296	4705	
4704	297	4704	
4703	298	4703	
4702	299	4702	
4701	300	4701	
4700	301	4700	
4699	302	4699	
4698	303	4698	
4697	304	4697	
4696	305	4696	
4695	306	4695	
4694	307	4694	
4693	308	4693	
4692	309	4692	
4691	310	4691	
4690	311	4690	
4689	312	4689	
4688	313	4688	
4687	314	4687	
4686	315	4686	
4685	316	4685	
4684	317	4684	
4683	318	4683	
4682	319	4682	
4681	320	4681	
4680	321	4680	
4679	322	4679	
4678	323	4678	
4677	324	4677	
4676	325	4676	
4675	326	4675	
4674	327	4674	
4673	328	4673	
4672	329	4672	
4671	330	4671	
4670	331	4670	
4669	332	4669	
4668	333	4668	
4667	334	4667	
4666	335	4666	
4665	336	4665	
4664	337	4664	
4663	338	4663	
4662	339	4662	
4661	340	4661	
4660	341	4660	
4659	342	4659	
4658	343	4658	
4657	344	4657	
4656	345	4656	
4655	346	4655	
4654	347	4654	
4653	348	4653	
4652	349	4652	
4651	350	4651	
4650	351	4650	
4649	352	4649	
4648	353	4648	
4647	354	4647	
4646	355	4646	
4645	356	4645	
4644	357	4644	
4643	358	4643	
4642	359	4642	
4641	360	4641	
4640	361	4640	
4639	362	4639	
4638	363	4638	
4637	364	4637	
4636	365	4636	
4635	366	4635	
4634	367	4634	
4633	368	4633	
4632	369	4632	
4631	370	4631	
4630	371	4630	
4629	372	4629	
4628	373	4628	
4627	374	4627	
4626	375	4626	
4625	376	4625	
4624	377	4624	
4623	378	4623	
4622	379	4622	
4621	380	4621	
4620	381	4620	
4619	382	4619	
4618	383	4618	
4617	384	4617	
4616	385	4616	
4615	386	4615	
4614	387	4614	
4613	388	4613	
4612	389	4612	
4611	390	4611	
4610	391	4610	
4609	392	4609	
4608	393	4608	
4607	394	4607	
4606	395	4606	
4605	396	4605	
4604	397	4604	
4603	398	4603	
4602	399	4602	
4601	400	4601	
4600	401	4600	
4599	402	4599	
4598	403	4598	
4597	404	4597	
4596	405	4596	
4595	406	4595	
4594	407	4594	
4593	408	4593	
4592	409	4592	
4591	410	4591	
4590	411	4590	
4589	412	4589	
4588	413	4588	
4587	414	4587	
4586	415	4586	
4585	416	4585	
4584	417	4584	
4583	418	4583	
4582	419	4582	
4581	420	4581	
4580	421	4580	
4579	422	4579	
4578	423	4578	
4577	424	4577	
4576	425	4576	
4575	426	4575	
4574	427	4574	
4573	428	4573	
4572	429	4572	
4571	430	4571	
4570	431	4570	
4569	432	4569	
4568	433	4568	
4567	434	4567	
4566	435	4566	
4565	436	4565	
4564	437	4564	
4563	438	4563	
4562	439	4562	
4561	440	4561	
4560	441	4560	
4559	442	4559	
4558	443	4558	
4557	444	4557	
4556	445	4556	
4555	446	4555	
4554	447	4554	
4553	448	4553	
4552	449	4552	
4551	450	4551	
4550	451	4550	
4549	452	4549	
4548	453	4548	
4547	454	4547	
4546	455	4546	
4545	456	4545	
4544	457	4544	
4543	458	4543	
4542	459	4542	
4541	460	4541	
4540	461	4540	
4539	462	4539	
4538	463	4538	
4537	464	4537	
4536	465	4536	
4535	466	4535	
4534	467	4534	
4533	468	4533	
4532	469	4532	
4531	470	4531	
4530	471	4530	
4529	472	4529	
4528	473	4528	
4527	474	4527	
4526	475	4526	
4525	476	4525	
4524	477	4524	
4523	478	4523	
4522	479	4522	
4521	480	4521	
4520	481	4520	
4519	482	4519	
4518	483	4518	
4517	484	4517	
4516	485	4516	
4515	486	4515	
4514	487	4514	
4513	488	4513	
4512	489	4512	
4511	490	4511	
4510	491	4510	
4509	492	4509	
4508	493	4508	
4507	494	4507	
4506	495	4506	
4505	496	4505	
4504	497	4504	
4503	498	4503	
4502	499	4502	
4501	500	4501	
4500	501	4500	
4499	502	4499	
4498	503	4498	
4497	504	4497	
4496	505	4496	
4495	506	4495	
4494	507	4494	
4493	508	4493	
4492	509	4492	
4491	510	4491	
4490	511	4490	
4489	512	4489	
4488	513	4488	
4487	514	4487	
4486	515	4486	
4485	516	4485	
4484	517	4484	
4483	518	4483	
4482	519	4482	
4481	520	4481	
4480	521	4480	
4479	522	4479	
4478	523	4478	
4477	524	4477	
4476	525	4476	
4475	526	4475	
4474	527	4474	
4473	528	4473	
4472	529	4472	
4471	530	4471	
4470	531	4470	
4469	532	4469	
4468	533	4468	
4467	534	4467	
4466	535	4466	
4465	536	4465	
4464	537	4464	
4463	538	4463	
4462	539	4462	
4461	540	4461	
4460	541	4460	
4459	542	4459	
4458	543	4458	
4457	544	4457	
4456	545	4456	
4455	546	4455	
4454	547	4454	
4453	548	4453	
4452	549	4452	
4451	550	4451	
4450	551	4450	
4449	552	4449	
4448	553	4448	
4447	554	4447	
4446	555	4446	
4445	556	4445	
4444	557	4444	
4443	558	4443	
4442	559	4442	
4441	560	4441	
4440	561	4440	
4439	562	4439	
4438	563	4438	
4437	564	4437	
4436	565	4436	
4435	566	4435	
4434	567	4434	
4433	568	4433	
4432	569	4432	
4431	570	4431	
4430	571	4430	
4429	572	4429	
4428	573	4428	
4427	574	4427	
4426	575	4426	
4425	576	4425	
4424	577	4424	
4423	578	4423	
4422	579	4422	
4421	580	4421	
4420	581	4420	
4419	582	4419	
4418	583	4418	
4417	584	4417	
4416	585	4416	
4415	586	4415	
4414	587	4414	
4413	588	4413	
4412	589	4412	
4411	590	4411	
4410	591	4410	
4409	592	4409	
4408	593	4408	
4407	594	4407	
4406	595	4406	
4405	596	4405	
4404	597	4404	
4403	598	4403	
4402	599	4402	
4401	600	4401	
4400	601	4400	
4399	602	4399	
4398	603	4398	
4397	604	4397	
4396	605	4396	
4395	606	4395	
4394	607	4394	
4393	608	4393	
4392	609	4392	
4391	610	4391	
4390	611	4390	
4389	612	4389	
4388	613	4388	
4387	614	4387	
4386	615	4386	
4385	616	4385	
4384	617	4384	
4383	618	4383	
4382	619	4382	
4381	620	4381	
4380	621	4380	
4379	622	4379	
4378	623	4378	
4377	624	4377	
4376	625	4376	
4375	626	4375	
4374	627	4374	
4373	628	4373	
4372	629	4372	
4371	630	4371	
4370	631	4370	
4369	632	4369	
4368	633	4368	
4367	634	4367	
4366	635	4366	
4365	636	4365	
4364	637	4364	
4363	638	4363	
4362	639	4362	
4361	640	4361	
4360	641	4360	
4359	642	4359	
4358	643	4358	
4357	644	4357	
4356	645	4356	
4355	646	4355	
4354	647	4354	
4353	648	4353	
4352	649	4352	
4351	650	4351	
4350	651	4350	
4349	652	4349	
4348	653	4348	
4347	654	4347	
4346	655	4346	
4345	656	4345	
4344	657	4344	
4343	658	4343	
4342	659	4342	
4341	660	4341	
4340	661	4340	
4339	662	4339	
4338	663	4338	
4337	664	4337	
4336	665	4336	
4335	666	4335	
4334	667	4334	
4333	668	4333	
4332	669	4332	
4331	670	4331	
4330	671	4330	
4329	672	4329	
4328	673	4328	
4327	674	4327	
4326	675	4326	
4325	676	4325	
4324	677	4324	
4323	678	4323	
4322	679	4322	
4321	680	4321	
4320	681	4320	
4319	682	4319	
4318	683	4318	
4317	684	4317	
4316	685	4316	
4315	686	4315	
4314	687	4314	
4313	688	4313	
4312	689	4312	
4311	690	4311	
4310	691	4310	
4309	692	4309	
4308	693	4308	
4307	694	4307	
4306	695	4306	
4305	696	4305	
4304	697	4304	
4303	698	4303	
4302	699	4302	
4301	700	4301	
4300	701	4300	
4299	702	4299	
4298	703	4298	
4297	704	4297	
4296	705	4296	
4295	706	4295	
4294	707	4294	
4293	708	4293	
4292	709	4292	
4291	710	4291	
4290	711	4290	
4289	712	4289	
4288	713	4288	
4287	714	4287	
4286	715	4286	
4285	716	4285	
4284	717	4284	
4283	718	4283	
4282	719	4282	
4281	720	4281	
4280	721	4280	
4279	722	4279	
4278	723	4278	
4277	724	4277	
4276	725	4276	
4275	726	4275	
4274	727	4274	
4273	728	4273	
4272	729	4272	
4271	730	4271	
4270	731	4270	
4269	732	4269	
4268	733	4268	
4267	734	4267	
4266	735	4266	
4265	736	4265	
4264	737	4264	
4263	738	4263	
4262	739	4262	
4261	740	4261	
4260	741	4260	
4259	742	4259	
4258	743	4258	
4257	744	4257	
4256	745	4256	
4255	746	4255	
4254	747	4254	
4253	748	4253	
4252	749	4252	
4251	750	4251	
4250	751	4250	
4249	752	4249	
4248	753	4248	
4247	754	4247	
4246	755	4246	
4245	756	4245	
4244	757	4244	
4243	758	4243	
4242	759	4242	
4241	760	4241	
4240	761	4240	
4239	762	4239	
4238	763	4238	
4237	764	4237	
4236	765	4236	
4235	766	4235	
4234	767	4234	
4233	768	4233	
4232	769	4232	
4231	770	4231	
4230	771	4230	
4229	772	4229	
4228	773	4228	
4227	774	4227	
4226	775	4226	
4225	776	4225	
4224	777	4224	
4223	778	4223	
4222	779	4222	
4221	780	4221	
4220	781	4220	
4219	782	4219	
4218	783	4218	
4217	784	4217	
4216	785	4216	
4215	786	4215	
4214	787	4214	
4213	788	4213	
4212	789	4212	
4211	790	4211	
4210	791	4210	
4209	792	4209	
4208	793	4208	
4207	794	4207	
4206	795	4206	
4205	796	4205	
4204	797	4204	
4203	798	4203	
4202	799	4202	
4201	800	4201	
4200	801	4200	
4199	802	4199	
4198	803	4198	
4197	804	4197	
4196	805	4196	
4195	806	4195	
4194	807	4194	
4193	808	4193	
4192	809	4192	
4191	810	4191	
4190	811	4190	
4189	812	4189	
4188	813	4188	
4187	814	4187	
4186	815	4186	
4185	816	4185	
4184	817	4184	
4183	818	4183	
4182	819	4182	
4181	820	4181	
4180	821	4180	
4179	822	4179	
4178	823	4178	
4177	824	4177	
4176	825	4176	
4175	826	4175	
4174	827	4174	
4173	828	4173	
4172	829	4172	
4171	830	4171	
4170	831	4170	
4169	832	4169	
4168	833	4168	
4167	834	4167	
4166	835	4166	
4165	836	4165	
4164	837	4164	
4163	838	4163	
4162	839	4162	
4161	840	4161	
4160	841	4160	
4159	842	4159	
4158	843	4158	
4157	844	4157	
4156	845	4156	
4155	846	4155	
4154	847	4154	
4153	848	4153	
4152	849	4152	
4151	850	4151	
4150	851	4150	
4149	852	4149	
4148	853	4148	
4147	854	4147	
4146	855	4146	
4145	856	4145	
4144	857	4144	
4143	858	4143	
4142	859	4142	
4141	860	4141	
4140	861	4140	
4139	862	4139	
4138	863	4138	
4137	864	4137	
4136	865	4136	
4135	866	4135	
4134	867	4134	
4133	868	4133	
4132	869	4132	
4131	870	4131	
4130	871	4130	
4129	872	4129	
4128	873	4128	
4127	874	4127	
4126	875	4126	
4125	876	4125	
4124	877	4124	
4123	878	4123	
4122	879	4122	
4121	880	4121	
4120	881	4120	
4119	882	4119	
4118	883	4118	
4117	884	4117	
4116	885	4116	
4115	886	4115	
4114	887	4114	
4113	888	4113	
4112	889	4112	
4111	890	4111	
4110	891	4110	
4109	892	4109	
4108	893	4108	
4107	894	4107	
4106	895	4106	
4105	896	4105	
4104	897	4104	
4103	898	4103	
4102	899	4102	
4101	900	4101	
4100	901	4100	
4099	902	4099	
4098	903	4098	
4097	904	4097	
4096	905	4096	
4095	906	4095	
4094	907	4094	
4093	908	4093	
4092	909	4092	
4091	910	4091	
4090	911	4090	
4089	912	4089	
4088	913	4088	
4087	914	4087	
4086	915	4086	
4085	916	4085	
4084	917	4084	
4083	918	4083	
4082	919	4082	
4081	920	4081	
4080	921	4080	
4079	922	4079	
4078	923	4078	
4077	924	4077	
4076	925	4076	
4075	926	4075	
4074	927	4074	
4073	928	4073	
4072	929	4072	
4071	930	4071	
4070	931	4070	
4069	932	4069	
4068	933	4068	
4067	934	4067	
4066	935	4066	
4065	936	4065	
4064	937	4064	
4063	938	4063	
4062	939	4062	
